manifestandose; 1
impresionantes; 0
recuperar; 1
extranando; 1
comedia; 1
temblado; -1
rascar; 1
pipas; 1
expedientar; -1
motiva; 1
billones; 0
audacia; 0
pieden; 1
mirarnos; 0
alimentan; 0
alturas; -1
siendo; 0
qui; -1
retroactivas; 0
inyecta; 0
hipnotizada; 1
estrategico; 0
desconectar; 0
pactadas; 0
local; 0
periodica; 1
hiperactiva; 1
despedirlo; 1
asesinar; -1
diputacion; 0
replanteando; 1
negro; 0
estafadores; -1
tribunal; -1
facilito; 1
instituto; 0
convencerles; 1
nacionalismos; 1
trabajar; 1
aceptable; 1
reaccionan; -1
autopsia; 0
obligaran; -1
argumentaban; 1
confiar; 1
importadores; 1
sordos; 0
gota; 0
quemando; -1
apasionadamente; 1
provisionales; 0
desempleado; 1
prohibirlo; 1
apretamos; 1
establecimiento; -1
esclavitud; 0
saluda; 1
ejercicios; -1
limitaremos; 1
terapeutico; 0
sueco; -1
falte; -1
libros; 1
productivo; 1
flacas; 1
verlo; 0
sobrecogedores; 1
pugne; 1
lesionado; 0
pastel; 0
pesados; -1
detallaremos; 1
ningun; 0
implicita; 1
muller; 1
fascina; 1
fotografa; 0
majestades; 1
ovacion; 1
admirado; 1
discriminado; 1
incluso; 0
culminara; 1
barrotes; 1
gracias; 1
denunciado; -1
enviado; 0
penosa; -1
vengar; 1
entrego; 0
escritores; 0
negociando; 0
confundiendo; 1
inseguridad; -1
reventar; 0
inmoralidad; -1
acuerde; 1
organizado; 0
detecto; 0
malpensado; 1
contrataciones; 1
encargado; 0
maquinaria; 0
anticipada; 1
radica; 0
anochece; 0
indignaran; 1
nacion; 0
solventar; 1
tirando; 0
apelando; 0
circo; 0
comes; 0
sigas; 0
controvertidos; 0
pila; 0
enviar; 0
ridiculiza; -1
autonomia; 0
permanecido; 1
desfavorecidas; 1
alabanzas; 1
volando; 0
disculpado; 1
desarrollen; 1
programaticas; 1
detrimento; 1
perfilando; 1
retrocesos; 1
cercan; 1
partido; 1
poseido; 1
perfume; 1
opiniones; 0
corbata; 0
derrotada; 0
afirmar; 0
favorece; 1
moderador; 1
huracan; 0
guerrilleros; 0
legales; 0
gobernados; 1
citarle; 0
movil; 0
novelas; 0
percibida; 1
amnistiados; 0
tentado; 0
delicioso; 1
manifiesta; 0
fabricacion; 0
regulador; 0
veterana; 0
retumba; 1
ilustra; 0
fascista; -1
parciales; 0
consternacion; 1
destruidos; 1
prematuras; 1
freak; 0
aprovecharse; 1
imputan; -1
socializa; 1
fulgurante; 1
recesivo; -1
madruga; 0
sorprendieron; 1
automaticamente; -1
prevenida; 1
confusas; -1
conocidos; 1
pringao; 1
modernos; 1
recurso; 0
ubican; -1
constitucion; 0
crepusculo; 1
desconfianza; 0
titularse; 1
tecnico; 0
silenciosos; 0
desaparece; 0
desarticula; 0
infiltrado; 0
fiables; 1
guiada; 0
lado; 0
inaugurando; 0
fincas; 1
refrescos; 1
imaginarlo; 1
delincuentes; -1
habitacion; 0
tostadas; 1
desaforado; 1
injerto; 1
dentro; 0
papela; 1
combatiendo; 0
feroces; 1
publicista; 1
dir; 0
atender; 0
flipo; 1
picado; 0
mensuales; 0
calienta; 0
sanciona; 0
delincuencia; -1
jubilen; 0
trozo; 0
visitas; 0
puestos; 0
buscaremos; 1
propuesta; 0
brava; 1
evitado; 0
voluntariado; 1
formo; -1
bloque; -1
lesionen; 1
lucidas; 1
invitando; 1
lesbico; 1
alcaldes; 0
audiencia; 0
establecidos; -1
faroles; 1
boyantes; 1
nominada; 1
vomitar; 1
saberse; 0
goleadores; 1
ilicitas; 1
concierto; 0
formar; 0
tip; -1
celebraciones; 1
respaldado; 1
cientificamente; 1
halagando; 1
descendamos; 1
fotografiaran; 1
inhibidores; 0
original; 1
dedico; 1
vestidas; 1
inclemencias; 0
podrian; 0
enfocados; 1
gangrena; 1
libramos; 1
idealista; 1
indudablemente; 1
recomendaba; 1
pablo; 0
participante; 1
pres; 0
violento; -1
eje; 0
desigualdad; -1
separado; 0
precisos; 1
divinas; 1
requisito; 0
apodo; 1
gordito; 0
detenidos; 0
vasos; 0
fascistas; -1
hermosos; 1
corrales; 0
ladro; 1
eligen; 0
propietarios; 0
dialectica; 0
sobrar; 1
degenerando; 1
curso; 0
espan; 0
moja; 0
paros; -1
ahorra; 0
asociados; 0
animo; 1
ofrecen; 0
iluminara; 1
prestamista; 1
liderarles; 1
detenerlos; 1
colarme; 1
comitiva; 0
impuesto; -1
continuidad; 1
amar; 0
new; 0
provinciales; 0
depositadas; 1
economicamente; 1
introduccion; 0
controlara; 0
tematicos; 1
derroche; 0
defiendes; 0
sopapo; 1
pacificos; 0
decido; 0
sacrifican; -1
comunitaria; -1
definitivamente; 0
empenen; 1
injustas; 0
pasaban; -1
debacle; -1
refugiarse; 1
guardarlo; 1
delgado; 0
intrusismo; 1
implicaciones; 1
paladar; 1
presentaremos; 0
contemple; 1
heros; 0
quitaran; 1
hartas; -1
nominados; 1
destruyen; -1
sida; -1
gases; -1
prudenci; 1
robadas; 1
categorias; 0
contesto; 0
diagnosticas; 1
contrastamos; 1
inquisitorial; 0
salud; 0
prosperidad; 1
image; 1
pasaba; 0
alentando; 1
comunicarlo; 1
chivato; 0
curiosos; 1
monte; 0
festejaron; 1
graficas; 1
golpistas; -1
plano; 0
prometed; 1
jubilarse; 0
excedencia; 1
fabricados; 1
rejuvenecimiento; 0
sensible; 1
innovando; 1
air; 0
melancolico; 1
calidad; 1
llegaba; -1
escritas; 0
llamativos; 0
cuestion; 0
protest; 0
graciosa; 1
serbio; -1
aventaja; 1
feos; -1
narcisismo; 0
mamen; 1
aparente; 1
imprescindibles; 0
lloras; 1
detalla; 0
flor; 0
patriotica; 1
alarmo; 1
esculturas; 1
condecora; 1
situar; 0
portal; 0
accedan; 1
mentira; -1
juega; 0
repugnar; 1
traicioneros; 1
explicita; 0
diccionario; 0
cato; 1
educa; 1
creencias; 1
sindicato; -1
pote; 1
suaves; 0
actualidad; 0
vendo; 1
instruya; 1
intrigado; 1
tiraron; 1
largarlos; 1
nevar; -1
edita; 0
rest; 0
aclararon; 1
turistica; 1
senala; -1
filial; 0
suenes; 1
condiciono; 1
certera; 0
tapo; 0
hundiera; 1
desgobierno; -1
consumir; 1
felicita; 1
cuarenta; 0
internamiento; 0
presionen; -1
deshumanizadas; 1
jugara; 0
tardaran; -1
medie; 1
privatizarla; 1
mirar; 0
ahorramos; 0
conforme; 0
inapropiado; 1
barrero; 0
culto; 1
culture; 1
confirmacion; 0
dejaste; 0
mantas; 0
pides; 1
abrupto; 1
desaire; 0
disconformidad; 1
volcada; 0
abrasar; 1
implicar; 1
movilizacion; -1
repasamos; 0
tirania; 0
fundo; 0
diversos; 0
moverme; 1
anotan; 1
olimpicos; 0
escritora; 0
ridiculo; -1
pego; -1
toleran; 1
recorten; 0
palabrota; 1
huiremos; 1
publicidad; 0
asesora; 1
chungo; -1
demandadas; -1
exhiben; -1
lleguen; 0
editores; -1
lanzandole; 1
sirvo; 1
asiduo; 1
via; 0
arlequin; 1
subjetivas; 1
riguroso; 0
garantizaste; 1
podologos; 1
celebracion; 1
estrangulamos; 1
regiones; 0
decreto; 0
acumulara; 1
trampear; 1
images; 0
redencion; 0
frustracion; 0
suscribirnos; 1
anado; 1
liderando; 1
merecieron; 1
provocas; 1
empleadas; 1
sirvieron; 1
cenar; 1
asuma; -1
desierto; 0
inhibiciones; 1
acertada; 1
colision; -1
deja; 0
perplejidad; 1
avalando; 1
devaluamos; 1
observacion; 0
sonado; 1
arrastrarse; 1
saldo; -1
di; 0
verifica; 1
consideras; 1
brechas; 0
desenvuelto; 1
representando; 1
desviar; -1
gratificante; 1
curo; 1
reanude; -1
forman; 0
posicionan; 1
raquitica; 1
sonaban; 1
purga; -1
mandato; 0
mismoses; 1
teniente; 0
costear; 1
hermes; 1
presupuest; 1
favor; 0
impotencia; -1
calificarle; 1
delicias; 1
manejar; 1
coaccionado; 1
perfiles; 0
historicas; -1
mag; 1
mientan; 0
latir; 1
colocado; 0
debilitando; 1
proyectara; 1
contrastar; 0
segado; 0
fe; 0
penitenciarias; 0
col; 0
archivado; 0
llenarse; 0
ceder; -1
sucedido; 0
circulo; -1
obtenido; 0
meteduras; 1
confusion; -1
sombrio; -1
incredulos; 1
mostre; 1
debatirlo; 1
perdi; 0
mota; 0
polemico; -1
sevillanas; 0
fruto; 0
comenzo; 0
fragmentos; -1
marca; 0
espanolismo; 1
readmision; 1
ignora; -1
valiosa; 1
quirurgicas; 1
imaginando; 1
demandante; 1
facturado; 1
farolas; -1
imaginario; 1
surge; -1
contenida; 1
reflejos; 0
tapado; 0
ganandose; 1
eliseo; 0
sumamos; 1
gandules; -1
doctorado; -1
mencionando; 1
demoledor; 0
distinto; 0
adecuadamente; 1
tecnologo; 1
emprendimiento; 0
aconsejable; 1
considerara; 1
inolvidables; 1
consentir; 0
actuas; 1
percebe; 0
atasco; 0
clavo; 1
valida; 1
captarse; 1
emir; 1
negritos; -1
satisfechas; 1
desempleo; -1
carton; 1
pidiendonos; 1
gastan; -1
aprovechamiento; 0
guardian; 0
vuelos; -1
baro; 0
alcanzable; 1
peajes; -1
preparandose; 0
sobrecoge; 1
desahucio; 0
cario; 1
mitos; -1
equivocamos; 1
soltado; 0
dedicaba; 1
siguientes; 0
escondido; -1
pas; 1
conducta; 0
alabando; 1
rasguen; 1
estorbo; 1
respaldan; 1
arcaicos; 1
suponen; 0
paradojas; -1
confiemos; 1
llamarme; -1
epocas; -1
reapariciones; 1
delibera; 1
encantaba; 1
injuriaba; 1
peligrosas; -1
nominativas; 0
abandona; 0
robado; -1
quer; 1
cobrara; 0
asesinada; -1
geologica; 1
indicara; 1
orgullosa; 1
impreciso; 1
republicano; 0
munon; 1
alejarla; 1
signos; 0
cazado; 0
azotes; 1
subsisten; 1
heredada; 0
quejemos; 1
medir; 0
pesquera; 0
incorporando; 1
evitara; 0
naufragio; 0
usar; 0
campe; 1
nacionala; 1
acongoja; 1
perjudicado; 0
divinos; 1
ejercicio; 0
alucinada; 0
criamos; 1
queden; 1
remata; 1
contestaciones; 1
nombradas; 1
venezolana; 0
desvelar; 0
reprocharnos; 1
panes; -1
moreno; 0
constructora; 0
doblar; 0
usados; 1
entrevisto; 0
inhabilitado; -1
oportunidad; 1
enganando; -1
biografia; 0
previa; 0
impedimento; 0
continuara; 0
concursante; 1
bermeja; 1
suponiendo; -1
infernal; -1
infalible; 1
plenamente; 1
tostada; 0
pele; 0
horrendo; 1
malandar; 1
granda; 1
marinero; 1
enlazo; 1
grabaran; 1
venida; 1
sobrevivir; 0
risueno; 1
protestando; 1
plasmarlo; 1
cabron; 0
funcionara; 0
influencia; 0
escandalosa; -1
diserta; 1
linchado; 1
alberga; 0
sesgada; -1
rendida; 1
alejarais; 1
reducirlos; 1
lineal; 1
arrollada; 1
condenados; -1
desterrados; -1
opinado; 1
posicionado; 1
indulta; 0
debatimos; 0
desmesurada; -1
saudades; 1
proteger; 0
perdersela; 1
senalando; -1
juzgarlo; 1
informativo; 0
madera; -1
comisaria; -1
resguardo; 1
afirmado; 0
fallar; 0
currando; 0
impedirlo; -1
quebrara; 1
difunto; 1
insinuaciones; -1
cubri; -1
espesa; 1
borracho; -1
invitamos; 1
propia; 0
solidarias; 1
profundizaran; 1
objetos; 0
fausto; 1
dudo; -1
motines; 1
parcial; 0
debiles; -1
futbolistas; -1
altruismo; 1
salia; 0
desordenes; 1
islamistas; -1
conectado; 0
gobernaran; 0
actuamos; 0
subscribiese; 1
bienal; 1
honrar; 1
punalada; -1
redime; 1
contraida; 1
voten; 0
luchador; 1
estudiaba; 0
alejamiento; 0
quejes; 0
names; 1
perdidos; 0
comparecer; 0
pediremos; 0
artero; 1
contagio; 0
efectos; 0
traducir; 0
tramitar; 0
aptitudes; 1
curran; 0
gratifico; 1
definitivo; 0
gourmet; 1
conseguidos; 1
reservan; 1
burrada; 1
tocara; 0
procuraran; 1
libra; 1
tacticos; 1
extorsiones; 1
caotico; 1
atento; 1
erratas; 0
concentrar; 0
elasticas; 1
rehabilitara; 1
conjunta; 0
true; 0
reconocemos; 0
chulos; 0
rompieron; -1
esperanzadores; 1
agresivo; -1
ingeniosamente; 1
incitar; 0
interiores; 1
controles; 0
recurrir; 0
autos; -1
delito; -1
angulos; 0
remiro; 1
facilita; 0
negras; 0
irresponsables; -1
pinto; 0
anestesia; 0
rebeliones; 1
apresurada; 1
tripa; 0
definido; 1
composicion; 0
taza; 0
cookie; 1
generoso; 1
insultando; -1
abordando; 1
levantando; 0
constatan; 1
veterano; 0
copiarlas; 1
fenomeno; 1
asegurarme; 1
testimonio; 0
enfermeras; 1
camaradas; 1
nadie; 0
propugna; 1
pese; 0
traicionara; 1
acer; 1
hermando; 1
legitimamente; 1
correspondencia; 1
jorge; 0
comidas; 0
necesito; 1
tributaria; -1
empatar; 0
descentralizar; 1
alucinacion; 1
espicha; 1
anulan; 1
superaba; 1
descarto; 1
patrioterismo; 1
campamentos; 1
bienes; 1
derechismo; 1
sembro; -1
delegaciones; 0
explota; 0
desconfia; 1
confianza; 1
mejores; 1
celebrandolo; 1
opaco; 1
tatu; 0
siempre; 0
azucarado; 1
obesidad; -1
relatividad; 0
fliparas; 1
nominar; 1
manipulados; 1
collar; 0
polaco; 0
bailan; 1
externo; 1
unanimemente; 1
sepa; 0
leidos; 1
decimo; 0
secuestrada; 0
banador; -1
llevado; 0
parientes; 0
arbitros; 0
suceso; -1
desplaz; 1
articulos; 0
lamentabais; 1
educativos; 0
dictadura; -1
avivan; 1
mesura; 1
acumularemos; 1
colgue; 1
tarjeta; -1
concejal; 0
libran; 1
estrangulando; 1
artificialmente; 0
contestaban; 1
nevera; 0
amiga; 1
aborten; 0
precedentes; 0
anonimas; 1
ocurriendo; 0
laico; 0
lucidez; 0
operaciones; 0
remediar; 0
entrevistan; 0
relacionamos; 1
alicientes; 1
pip; -1
respaldadas; 0
colmadas; 1
escalada; 0
soma; 1
malicioso; 1
aventureros; 1
opcion; 0
hormonas; 1
vinculadas; 1
equivocaban; 1
mostrar; 0
ejercen; 1
reactivan; 1
despejado; 1
armado; 0
suspensiones; 1
lleve; 0
dudan; -1
devaluada; 1
proveedores; 0
presupuesto; -1
pisa; 0
bloqueos; -1
caracterizado; 1
rechazase; 1
trio; 0
vicepresidencias; 1
exportar; 0
triunvirato; 1
ideado; 1
proporcionar; 1
vid; 1
vial; 0
recriminan; 1
mafiosos; 1
bajes; -1
laves; 1
poblado; 0
concentra; 1
avanzamos; 1
considerarlos; 1
volvo; 1
aplicaremos; 1
emitimos; 1
pensando; 0
convertirse; 0
caracteristica; 1
institutos; 0
diabetico; 1
adentro; 0
potenciaremos; 1
abre; 0
propiciado; 1
personal; 0
excluyendo; 0
navegando; 1
tsunami; -1
elemento; 0
biologicos; 1
lima; 0
seguidoras; 1
negativa; -1
superviviente; 0
habitualmente; 0
aprobarla; 1
firmemente; 1
beneficiaron; 1
chinches; -1
amarga; 0
obstaculo; 0
inamovibles; 1
subirlas; 1
quiebras; 0
arengar; 1
ocultar; -1
arduo; 1
arropada; 1
innovar; 1
emergencia; -1
deslumbran; 1
escuelas; 0
intermitente; 1
apuntalo; 1
gratuitas; 1
entusiasmarse; 1
mendigos; -1
manzano; -1
confrontacion; -1
preparadores; 1
encarnara; 1
asqueroso; 1
extravagantes; 1
intentando; 0
espanolista; 1
reflexion; 0
ensenandole; 1
espionajes; 1
moderadamente; 1
iberica; 0
inyectando; 1
tirandolo; 1
escapada; -1
triunfadores; 1
tramitan; 1
brama; 1
victimismo; -1
maltrato; -1
desactivar; 1
secundaran; 1
especie; 0
calculaba; 1
simulador; 0
operadora; 1
indultando; 0
posiciones; -1
carr; 1
constantemente; 1
informamos; 1
pintan; -1
apoliticos; 1
enfrentan; -1
aportamos; 0
efectiva; 0
pavos; 0
despegando; 1
disminuido; 0
ensenanza; 0
cantaba; 0
condecorada; 1
presentes; 1
fijarnos; 1
nombrado; 0
iniciaremos; 1
respectivas; 1
granen; 0
morosas; 1
coloco; -1
ocultado; -1
negocie; 0
rasgan; 1
tomemos; 1
logran; 0
cumplen; 0
cambiaron; -1
mueven; -1
adi; 1
solicitamos; 1
mediado; 1
preventivamente; 0
apruebe; 0
repuesto; 0
aplaude; 1
moje; 0
despertado; -1
estafaron; 1
modesto; 1
nuev; 1
ajustara; 0
negocian; 1
idoneo; 1
setas; 0
estancos; -1
transita; 1
tenerla; 0
incendios; -1
rastrillo; -1
tutela; 0
puzzle; 1
enviarle; 0
racion; 1
adelante; 0
conviviendo; 1
encuentren; 0
envenenada; 1
superando; 1
llevarla; 0
vigencia; 0
dibujandome; 1
italianos; -1
conclave; 0
exito; 1
silenciar; 1
vendida; 1
volcan; 0
automatico; -1
veloces; 1
abandonaran; 1
escuchar; 1
salvaguarda; 1
permitimos; 1
prada; 0
sermones; 1
elegancia; 1
expert; 0
maltratador; 1
masacre; 0
elegiste; 1
presidencial; -1
pronunciado; 0
adoctrine; 1
unanimidad; 0
picaran; 1
gestor; 0
pujan; 1
merodeaban; 1
sentencias; 0
abundancia; 1
manipular; -1
delitos; -1
borrarme; 1
talar; 1
arrancada; 1
comentarios; 0
lavados; 0
prescindir; 0
restante; -1
regularmente; 1
imposible; -1
significado; 0
articulista; 1
preparando; 1
peruano; 1
human; -1
derrumba; 0
transporte; 0
mima; 1
frivola; 1
descansos; 1
librarse; 0
aprecia; 1
imputando; 1
tropieza; 1
urgente; 0
cegados; 0
complicara; 1
joven; 0
muda; 0
corridas; -1
public; 0
altercados; 1
sala; 0
rojas; 0
ces; 0
debes; 0
sentado; 0
oxido; 1
tejer; 1
chuches; -1
desangrada; 1
calla; 0
coaccionada; 1
acercarme; 0
imperialista; 1
arranquemos; 1
pelicula; 0
aprenderse; 1
descubres; 0
vendido; 1
prever; 1
preestreno; 0
pales; 1
enrollada; 1
equivocan; -1
precipitandose; 0
esteriles; 0
funcionamiento; 0
podar; 0
liberan; 0
cera; 0
cordialidad; 1
bombardeados; 1
notan; -1
aparenta; 0
faenar; -1
reservado; 1
bocatas; 1
posesion; 0
habilitara; 0
aprenden; 1
soleado; 1
renego; 1
perderla; 0
negocios; 0
vislumbrar; 1
reponiendo; 1
basados; 0
atlanta; -1
desaceleracion; -1
anda; 0
autonomico; 0
encantaron; 1
aragon; 0
vista; 0
circular; 0
desierta; 0
ocasion; 1
neutralizar; 1
alba; 0
alentador; 1
apoyar; 0
fumando; 0
mario; 0
camorra; -1
regreso; 1
fatiga; 0
logica; 0
contagia; 1
consensuara; 1
perder; 0
bajarse; -1
engano; -1
desconcertado; 1
trata; 0
donaron; 1
seriosidad; 1
malsana; 0
ingratos; 1
dimitido; -1
autoriz; 1
mimar; 1
reprochando; 1
continuando; 1
cinematograf; 1
pertenecer; 0
estrecha; 0
reproche; 0
vengas; 0
creando; 0
repararlos; 1
trascendental; 1
respetuosamente; 1
inculcando; 1
disgusto; -1
correcto; 0
hueco; 0
agradecidos; 0
cuidar; 0
vendidos; 1
patenta; 1
patologia; -1
tirara; 1
agobiar; 1
negaban; -1
sustentan; 1
israelies; 1
justifico; 0
dolorosa; -1
barbaros; -1
ilumino; 1
editaron; 1
emocionantes; 1
sueltos; 1
empiezo; 0
educadores; 0
instinto; 1
endulzamos; 1
repulsa; -1
televisan; 1
cojonudos; 1
avergonzarse; 1
consume; 0
monetaria; 0
intermedios; 1
derrumbe; -1
probado; 0
descubra; 1
bestia; 0
tioo; 1
honda; 1
drastica; -1
nombran; 0
solte; 1
provocaron; 1
desvincula; 0
aumentan; 0
tocaba; 0
sensatos; 0
bailarina; 1
auxiliar; 1
codiciadas; 1
vivida; 1
brotes; 0
diferenciar; 1
confirmado; 0
informaciones; 0
enganchan; 1
valoradas; 1
observadas; 1
afronte; 0
gemela; 0
navegador; 1
sostenibilidad; 1
poned; 0
comprometiera; 0
bonanza; 1
inyectado; 0
oferta; 1
parace; -1
europa; 0
mona; 1
cautiva; 1
colgarla; 1
vacias; -1
suprimir; 0
significativo; 0
mezclando; 0
verter; 1
implantaremos; 1
billon; -1
retroceder; 0
recomendandome; 1
cercada; 1
guasa; 0
divorcio; 0
simpatiza; 1
atorado; 1
arco; 0
organismo; 0
apetecible; 1
nacimos; 1
deducibles; 1
civica; 0
vaguedad; -1
cable; 0
liberados; 0
proverbio; 1
conjeturando; 1
disfraza; -1
da; 0
propio; 0
tratadas; 1
duda; 0
llevandose; 1
unilateralmente; -1
payaso; 1
recuperando; 1
opine; 1
inmediato; 0
adquisicion; 0
incorporaciones; 1
subsidiado; 1
vayan; 0
ordenar; 0
cor; 1
sumar; 1
distinta; 0
quiza; -1
infinitamente; 1
agarrar; 1
gilipollas; -1
moderniz; 1
beneficiarios; 0
floro; 1
prolonga; 1
adhesiones; 1
indocumentado; 1
estafas; 1
antiestetico; 1
pesadilla; 0
ayudamos; 1
lluvias; 0
farmaceuticos; 0
descanse; 1
expulsara; -1
presentandolo; 1
gestores; -1
lanzada; -1
privatizadores; 1
careta; -1
erudito; 1
proclamo; 1
senalan; -1
cocida; 0
preferidos; 1
eludir; -1
mastica; 1
masacrado; 1
aporte; 1
embusteros; 1
extinguir; 1
probablemente; 1
sujeta; 1
inscribe; 1
pillas; 1
malvados; 0
acordaste; 1
intervenido; 0
colosal; 0
recaemos; 1
sustituya; 1
emprende; 1
cazada; 1
escenas; 0
pilotar; 1
andar; 0
jefas; 1
expedientando; 1
recibirlo; 1
exacta; 1
esclarecido; 1
transferir; 0
tejados; 1
ayudar; 1
nader; 0
ah; 0
llena; 1
interpretar; 1
desconocido; 0
alzado; 1
preocupaban; 1
sarten; 1
escucharla; 1
cubran; 1
cito; 0
sacado; 0
aplastar; 1
gestionarlos; 1
agraria; 0
descerebrado; 1
necesita; 0
enterar; 0
rinair; 1
personalizadas; 1
intente; -1
barbarie; 0
hipocresia; -1
interesarse; 1
contandole; 1
mapas; -1
escrita; 0
pues; 1
apagado; 0
decidiendo; 0
crisis; -1
cebo; -1
acordemos; 1
descubrimiento; 1
nevado; -1
comprender; 0
liberado; 0
faxes; 1
biblioteca; 0
finalizaron; 1
gastase; 1
sangrando; -1
ingresar; 0
reproducen; 1
cantarla; 1
corral; -1
bala; 0
reforman; 0
pardo; 0
reganar; -1
levantara; 0
extraordinario; 0
inaceptable; -1
ejempl; 1
insista; 1
encontrarla; 0
debata; -1
aumento; 0
elimino; 0
esclarecerlo; 1
multinacional; -1
patricio; 1
roses; 1
fijamente; 1
trabaje; 0
barricadas; 0
patas; 0
ensanado; 1
logrando; 1
azules; 1
halago; 1
alarmante; 0
demoras; -1
gracie; 1
juguetes; 0
alimentaria; 0
comerlas; 1
hielo; 0
entrevistarlo; 1
seguirme; 0
sugerido; 0
ay; 0
ganemos; 1
evadido; 0
impulsara; 1
francia; -1
compresas; 1
teletransporta; 1
arrasar; 0
deportivas; 1
reciba; 0
pernicioso; 1
paraisos; 0
admirar; 1
apuntarnos; 1
ninguno; -1
volara; 0
leeremos; 0
report; -1
paro; -1
sumaba; 1
seducido; 1
escuchandolo; 1
titulando; 1
amable; 1
ingratas; 1
gritarlo; 1
comprobara; 1
desempenan; 1
revision; -1
malisimos; 1
fijarse; 1
abrasivas; 1
lucas; 0
desarma; 1
acordarnos; 1
robe; -1
oculte; 1
encontrarlo; 1
disparan; 0
ampliado; 1
soporta; 1
ordenaron; 1
reproducirse; 1
comunismo; 0
desaparecidas; -1
colorido; 1
pare; 0
impulsarlo; 1
consecuencia; 0
archivos; 0
salvado; 1
fomentarse; 1
categorico; -1
discrecionales; 1
sancionara; 0
culturalmente; 1
hipica; 1
perversa; -1
agredida; 1
agresiva; -1
comprometido; 1
legal; 0
intervencion; 0
compleja; 0
autoritario; -1
premiando; 1
criticaron; -1
britanico; 0
paguen; -1
gobierne; 0
perfumado; 1
funcion; 1
planteandome; 1
permitamos; 1
estafo; 1
pelma; 1
perversos; -1
razonamientos; 1
acierte; 1
extraidos; 1
vuelve; 0
soft; 1
